20,>WP_003400961.1 ,TetR/AcrR family transcriptional regulator,280,8.6,84.00,37930,-0.096,Hydrophilic,45.35,30643,29,27,0,Unstable,,,cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,Membrane Protein,0,-0.096429,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding transcriptional regulator, AcrR family [Transcription];
","COG1309	
",2.15E-15,transmembrane region	,N/A,None Predicted,0,DNA binding ,GO:0003677,1,N/A,N/A,0,No result ,No,0,"Homeodomain-like	,Tetracyclin repressor-like, N-terminal domain	,Tetracyclin repressor-like, C-terminal domain	,Tetracyclin repressor-like, C-terminal domain	","1.15e-17,0.0088,6.85e-16,0.0072
","Transcriptional regulator, TetR family (1.10.357.10/FF/47)	",1.10E-131,"Bacterial regulatory proteins, tetR family",1.00E-15,TetR-type HTH domain profile,19.821,,		Rv0802c,Textmining,0.661,,PROBABLE NON-ALLERGEN,Q9NR09,no result,no result,no result,no result,0,,Probable ANTIGEN,0.4082,,cellular Process,1.974479,,TetR/AcrR family transcriptional regulator [Mycobacterium tuberculosis complex]	,"WP_003911117.1
",2.00E-150,,Phosphotransferases with an alcohol group as acceptor,Transferring Phosphorus-Containing Groups,Transferases,non Enzyme,"Enzyme protein
	2.-.-.- Transferases
2.8.-.- Transferring sulfur-containing groups
",ENZYME
21,>WP_003401006.1 ,PE family protein ,74,4.41,94.19,4470,0.670,Hydrophobic,14.82,4470,2,6,1,stable,,,periplasm,Extracell,Cell inner membrane. Fimbrium.,Cytoplasmic,Extracellular Protein,1,Extracellular,,signal peptide,unknown,1,0.67027,No transmembrane,Secretion (Signal Peptide),signal peptide,No signal peptide,signal peptide, Secretory Protein ,Glycosylation prediction,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","pfam00934	
",2.24E-10,low complexity	,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"PE/PPE dimer-like	,PE	","1.05e-19,0.01
",PE family protein PE22 (1.10.287.850/FF/6)	,1.90E-04,PE family,1.10E-22,NO HIT,0,,	PE2,"Neighborhood
Cooccurence
Textmining
[Homology]
",0.869,,PROBABLE ALLERGEN,11991227,no result,no result,no result,no result,0,,Probable ANTIGEN,0.6027,,cellular Process,0.55407582,,PE family protein [Mycobacterium tuberculosis]	,"QON78099.1
",1.00E-39,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,5.-.-.-	0.55,NOT Enzyme,NOT ENZYME
22,>WP_003401044.1 ,TetR/AcrR family transcriptional regulator,214,5.89,83.5,35870,-0.364,Hydrophilic,44.12,24128.1,24,28,0,Unstable,,,cytoplasm,Cytoplasm,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,signal peptide,unknown,1,-0.364486,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Bacterial regulatory proteins, tetR family;
","pfam00440	
",2.81E-09,N/A,N/A,None Predicted,0,DNA binding ,GO:0003677,1,N/A,N/A,0,No result ,No,0,"Tetracyclin repressor-like, C-terminal domain,Tetracyclin repressor-like, C-terminal domain,Homeodomain-like	,Tetracyclin repressor-like, N-terminal domain	","2.31e-20,0.012,7.7e-16,0.0093

",TetR family transcriptional regulator (1.10.357.10/FF/16)	,1.00E-09,"Tetracyclin repressor-like, C-terminal domain",7.30E-22, TetR-type HTH domain profile,18.382,,	Rv0157A,Neighborhood,0.687,,PROBABLE NON-ALLERGEN,O14981,no result,no result,no result,no result,0,,Probable NON-ANTIGEN,0.3726,,Metabolism Molecule,1.1187835,,TetR/AcrR family transcriptional regulator [Mycobacterium tuberculosis]	,"WP_061846028.1",5.00E-150,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,3.-.-.-	0.5,NOT Enzyme,NOT ENZYME
23,>WP_003401091.1 ,virulence factor Mce family protein,515,5.61,89.59,49850,-0.097,Hydrophilic,40.27,54021.37,38,41,0,Unstable,,,inner membrane,Extracell,Cell inner membrane. Periplasm,Unknown,Periplasmic Protein,0,Extracellular,, no signal peptide,MEMBRANE PROTEIN,2,-0.096699,Prediction,Secretion (Signal Peptide),Transmembrane,No signal peptide,No Signal Peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction",,"virulence factor Mce family protein; Members of this paralogous family are found as six tandem ...","TIGR00996	
",1.41E-84,transmembrane region	,N/A,Virulence factor Mce protein,IPR005693,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"	Methyl-accepting chemotaxis protein (MCP) signaling domain,	Methyl-accepting chemotaxis protein (MCP) signaling domain","0.000196,0.019
",N/A,0,MlaD protein,7.00E-17,NO HIT,0,,        yrbE1A yrbE1B  mce1A,"Neighborhood
Cooccurence
Textmining
",0.996,,PROBABLE NON-ALLERGEN,Q68CP9,no result,no result,no result,no result,0,,Probable ANTIGEN,0.4788,,Metabolism Molecule,1.1747115,,virulence factor Mce family protein [Mycobacterium tuberculosis]	,"WP_142756032.1
",0,,Methyltransferases,Transferring One-Carbon Groups,Transferase,no Prediction,NOT Enzyme,NOT ENZYME
24,>WP_003401246.1 ,glycosyltransferase family 4 protein,384,9.86,105.6,72420,-0.012,Hydrophilic,46.01,42054.33,44,35,0,Unstable,,,cytoplasm,Cytoplasm,Cell inner membrane. Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,signal peptide,unknown,1,-0.011719,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction",,"phosphatidyl-myo-inositol mannosyltransferase; This family is most closely related to the GT4 ...","cd03801	
",3.35E-53,low complexity	,N/A,None Predicted,0,glycosyltransferase activity ,GO:0016757,1,N/A,N/A,0,No result ,No,0,"	UDP-Glycosyltransferase/glycogen phosphorylase,Glycosyl transferases group 1	","1.23e-70,0.0088
",UDP-GlcNAc:PI a1-6 GlcNAc-transferase (3.40.50.2000/FF/350)	,1.10E-04,Glycosyl transferases group 1,3.40E-29,NO HIT,0,,"Rv0224c	","Neighborhood
Cooccurence
",0.921,,PROBABLE NON-ALLERGEN,Q9NR09,no result,no result,no result,no result,0,,Probable ANTIGEN,0.4365,,cellular Process,3.6454465,,glycosyltransferase family 4 protein [Mycobacterium tuberculosis]	,"WP_169037008.1
",0,,"Hexosyltransferases
",Glycosyltransferases,Transferase,2.4.1.-	0.99,"Enzyme protein
	2.-.-.- Transferases
	2.4.-.- Glycosyltransferases",ENZYME
25,>WP_003401300.1 , antitoxin ,77,6.84,69.74,9138.34,-0.925,Hydrophilic,37.28,9138.34,13,13,1,stable,,,cytoplasm,Cell membrane. Extracell.,Cytoplasm,Cytoplasmic,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,SOLUBLE PROTEIN,0,-0.924675,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,N/A,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,"Ribbon-helix-helix	,CopG-like	","0.001,0.04","CopG-like RHH_1 or ribbon-helix-helix domain, RHH_5",0.036,NO HIT,0,,"	vapC24	",Neighborhood,0.845,,PROBABLE NON-ALLERGEN,Q6EUD8,no result,no result,no result,no result,0,,Probable ANTIGEN,0.4126,,Metabolism Molecule,1.1488293,,hypothetical protein [Mycobacterium tuberculosis]	,"WP_023641551.1",1.00E-46,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,3.-.-.-	0.53,NOT Enzyme,NOT ENZYME
26,>WP_003401397.1 ,TetR family transcriptional regulator,206,7.66,74.56,34380,-0.380,Hydrophilic,36.92,23274.1,24,23,1,stable,,,cytoplasm,Cytoplasm. Extracell.,Cell inner membrane. Cytoplasm.,Cytoplasmic,"Inner-membrane Protein
",1,Cytoplasm,,signal peptide,unknown,0,-0.380097,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding transcriptional regulator, AcrR family [Transcription];","COG1309	
",2.65E-12,N/A,N/A,None Predicted,0,DNA binding ,GO:0003677,1,N/A,N/A,0,No result ,No,0,"        Tetracyclin repressor-like, C-terminal domain,        Tetracyclin repressor-like, C-terminal domain,Homeodomain-like                Tetracyclin repressor-like, N-terminal domain","6.67e-30,0.01,0.0000000000000287,0.0066",TetR family transcriptional regulator (1.10.10.60/FF/141)        ,0.000055,"Bacterial regulatory proteins, tetR family",8.70E-10,TetR-type HTH domain profile,15.531,,"	Rv0272c	",Neighborhood,0.914,,PROBABLE NON-ALLERGEN,Q6NW34,no result,no result,no result,no result,0,, Probable ANTIGEN,0.576,,Metabolism Molecule,-0.15137801,,TetR family transcriptional regulator [Mycobacterium tuberculosis CWCFVRF MDRTB 670]	,"KAK28480.1
",8.00E-150,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,NON ENZYME,NOT Enzyme,NOT ENZYME
27,>WP_003401485.1 ,type VII secretion system ESX-3 target PE5,102,4.47,101.67,2980,0.665,Hydrophobic,27.78,9565.74,3,9,1,stable,,,secreted,Extracell,Cell inner membrane. Fimbrium.,Unknown,Cytoplasmic Protein,0,Cytoplasm,,signal peptide,unknown,0,0.664706,No transmembrane,No Secretion (No Signal Peptide),signal peptide,No signal peptide,signal peptide,Secretory Protein ,Glycosylation prediction,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","pfam00934	",1.07E-11,low complexity	,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"PE/PPE dimer-like,PE","0.000000000000471,0.011
",PE family protein PE22 (1.10.287.850/FF/6)	,2.20E-05, PE family,1.20E-20,NO HIT,0,,	PPE4,"Neighborhood
Cooccurence
Textmining
",0.998,,PROBABLE ALLERGEN,11991227,no result,no result,no result,no result,0,,Probable ANTIGEN,0.7076,,cellular Process,0.99240843,,type VII secretion system ESX-3 target PE5 [Mycobacterium tuberculosis]	,	WP_052628524.1,1.00E-57,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,no Prediction,NOT Enzyme,NOT ENZYME
28,>WP_003401503.1 ,type VII secretion system protein EsxG,97,5.99,82.06,2980,0.299,Hydrophilic,29.52,9777.94,4,6,1,stable,,,secreted,Extracell,Fimbrium,Unknown,Cytoplasmic Protein,0,Cytoplasm,, no signal peptide,SOLUBLE PROTEIN,0,0.298969,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,low complexity	,N/A,Type VII secretion system ESAT-6-like ,IPR010310,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"EsxAB dimer-like	,ESAT-6 like	","0.00000000556,0.01",ESAT-6 like protein EsxS (1.10.287.1060/FF/13)	,3.60E-57,Proteins of 100 residues with WXG,1.40E-06,NO HIT,0,,esxH,"Neighborhood
Cooccurence
Experiments
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q5U9F2,no result,no result,no result,no result,0,,Probable ANTIGEN,0.5503,,cellular Process	,2.1533588,,PE family protein [Mycobacterium tuberculosis T85]	,"EFD75928.1
",3.00E-52,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,no Prediction,NOT Enzyme,NOT ENZYME
29,>WP_003401514.1 ,type VII secretion system effector EsxH,96,4.58,59.38,29450,-0.266,Hydrophilic,50.36,10390.6,3,9,0,Unstable,,,secreted,Extracell,Cell inner membrane,Unknown,Cytoplasmic Protein,0,Cytoplasm,, no signal peptide,SOLUBLE PROTEIN,0,-0.265625,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Glycosylation prediction,,"Uncharacterized conserved protein YukE [Function unknown];","COG4842	
",9.75E-22,N/A,N/A,Type VII secretion system ESAT-6-like ,IPR010310,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"EsxAB dimer-like	,ESAT-6 like	","3.92e-21,0.0054
",ESAT-6-like protein (1.10.287.1060/FF/16)	,2.70E-52, Proteins of 100 residues with WXG,1.90E-16,NO HIT,0,,"	esxG	","Neighborhood
Cooccurence
Experiments
Textmining",0.999,,PROBABLE NON-ALLERGEN, P93616,no result,no result,No result,no result,0,, Probable ANTIGEN ,0.4929,,cellular Process	,2.0005157,,type VII secretion system effector EsxH [Mycobacterium tuberculosis complex]	,"WP_003401514.1
",3.00E-61,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,3.-.-.-	0.53,NOT Enzyme,NOT ENZYME
30,>WP_003401555.1 ,"ribbon-helix-helix protein, CopG family",75,6.55,97.87,4470,-0.180,Hydrophilic,35.44,8130.21,10,10,1,stable,,,secreted,Extracell,Cell inner membrane. Cell outer membrane. Cytoplasm,Unknown,Cytoplasmic Protein,1,Cytoplasm,,no signal peptide,SOLUBLE PROTEIN,0,-0.180000,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,N/A,N/A,0,low complexity	,N/A,None Predicted,0,N/A,N/A,0,regulation of DNA-templated transcription ,GO:0006355,1,No result ,No,0,"Ribbon-helix-helix	,CopG-like	","0.00163,0.014
",N/A,0,"Ribbon-helix-helix protein, copG family",2.30E-10,NO HIT,0,,	Rv0299,Neighborhood Textmining,0.984,,PROBABLE NON-ALLERGEN, P04083,No result,No result,No result,no result,0,, Probable ANTIGEN,0.7703,,cellular Process	,1.7513133,,"ribbon-helix-helix protein, CopG family [Mycobacterium tuberculosis]	","WP_116395904.1
",1.00E-31,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,NON ENZYME,NOT Enzyme,NOT ENZYME
31,>WP_003401563.1 ,type II toxin-antitoxin system antitoxin VapB2,73,10.39,111.1,6990,-0.127,Hydrophilic,49.36,8088.31,12,10,0,Unstable,,,Cytoplasm,Extracell,Extracell,Unknown,Periplasmic Protein,1,Extracellular,, no signal peptide,SOLUBLE PROTEIN,0,-0.127397,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"hypothetical protein
","cl10323	
",4.09E-03,N/A,N/A,None Predicted,0,N/A,N/A,0,regulation of DNA-templated transcription ,GO:0006355,1,No result ,No,0,"Ribbon-helix-helix	,CopG-like	","0.00000126,0.03",Antitoxin VapB2 (1.10.1220.10/FF/15)	,6.20E-43,"Ribbon-helix-helix protein, copG family",2.10E-05,NO HIT,0,,vapC2,"Neighborhood
Experiments
Textmining",0.999,,PROBABLE NON-ALLERGEN,Q53RM0,No result,No result,No result,No result,0,,Probable ANTIGEN,0.6928,,Metabolism Molecule,0.95216199,,type II toxin-antitoxin system antitoxin VapB2 [Mycobacterium tuberculosis complex]	,"WP_003401563.1
",8.00E-41,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,2.-.-.-	0.67,NOT Enzyme,NOT ENZYME
32,>WP_003401619.1 ,DUF3060 domain-containing protein ,220,5.53,81.45,23950,0.019,Hydrophobic,47.83,22531.25,11,14,0,Unstable,,,fimbrium,Extracell,Cell outer membrane. Extracell. Periplasm,Unknown,Periplasmic Protein,1,Extracellular,,no signal peptide,MEMBRANE PROTEIN,2,0.018636,Prediction,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,"Phosphorylation prediction,Glycosylation prediction",,"Protein of unknown function (DUF3060); Some members in this family of proteins are annotated ...
","pfam11259	
",9.59E-21,low complexity	,N/A,Protein of unknown function DUF3060,IPR021417,N/A,N/A,0,N/A,N/A,0,No result ,No,0,N/A,0,N/A,0,Protein of unknown function (DUF3060),1.10E-22,NO HIT,0,,"Rv1887	","Cooccurence
",0.777,,PROBABLE NON-ALLERGEN,Q99700,No result,No result,No result,No result,0,, Probable ANTIGEN,0.6561,,Metabolism Molecule,1.6520684,,DUF3060 domain-containing protein [Mycobacterium tuberculosis complex]	,"WP_003902950.1
",5.00E-146,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,NON ENZYME,NOT Enzyme,NOT ENZYME
33,>WP_003401651.1 ,TetR/AcrR family transcriptional regulator,200,5.61,97.25,18450,-0.009,Hydrophilic,41.62,21411.19,19,22,0,Unstable,,,Cytoplasm,Cytoplasm,Cytoplasm,Unknown,Outer Membrane Protein,1,Cytoplasm,,no signal peptide,SOLUBLE PROTEIN,0,-0.009500,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"DNA-binding transcriptional regulator, AcrR family [Transcription];","COG1309	
",8.35E-16,N/A,N/A,None Predicted,0,DNA binding ,GO:0003677,1,N/A,N/A,0,No result ,No,0,"Homeodomain-like	,	Tetracyclin repressor-like, N-terminal domain,	Tetracyclin repressor-like, C-terminal domain,	Tetracyclin repressor-like, C-terminal domain","2.26e-18,0.004,0.000000000000526
,0.0074
",HTH-type transcriptional regulator AcrR (1.10.357.10/FF/3)	,1.00E-07,"Bacterial regulatory proteins, tetR family",4.60E-16,TetR-type HTH domain profile,19.740,,Rv0330c,Textmining,0.75,,PROBABLE NON-ALLERGEN,P08823,No result,No result,No result,No result,0,, Probable ANTIGEN,0.5466,,Metabolism Molecule,2.1510204,,TetR/AcrR family transcriptional regulator [Mycobacterium tuberculosis]	,"WP_251981774.1
",7.00E-84,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,NON ENZYME,NOT Enzyme,NOT ENZYME
34,>WP_003401675.1 ,PE family protein ,171,12.12,62.51,11000,-0.592,Hydrophilic,61.54,18419.95,25,6,0,Unstable,,,secreted,Extracell,Cell inner membrane,CytoplasmicMembrane,Extracellular Protein,1,Extracellular,,no signal peptide, SOLUBLE PROTEIN,0,-0.591813,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"PE family; This family named after a PE motif near to the amino terminus of the domain. The PE ...","pfam00934	
",7.61E-15,low complexity	,N/A,None Predicted,0,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"PE/PPE dimer-like ,PE","0.000000000000445,0.0098",PE family protein (1.10.287.850/FF/8)	,1.50E-48, PE family,7.10E-17,NO HIT,0,,PPE12,Textmining,0.759,,PROBABLE NON-ALLERGEN, Q2HXL0,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.5081,,cellular Process	,1.4042539,,PE family protein [Mycobacterium tuberculosis]	,"WP_140946692.1
",2.00E-114,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,NON ENZYME,NOT Enzyme,NOT ENZYME
35,>WP_003401823.1 ,heat shock transcriptional regulator HspR,126,10.31,99.05,8480,-0.391,Hydrophilic,71.62,14126.25,20,14,0,Unstable,,,Cytoplasm,Cytoplasm,Cell inner membrane. Cytoplasm,Cytoplasmic,"Outer Membrane Protein",1,Cytoplasm,,no signal peptide,SOLUBLE PROTEIN,0,-0.391270,No transmembrane,Secretion (Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Helix-Turn-Helix DNA binding domain of HspR-like transcription regulators; Helix-turn-helix ...
`","cd01279	
",5.87E-49,HTH_MERR	,4.08E-27,MerR transcriptional regulator,IPR047057,"DNA-binding transcription factor activity ,
DNA binding ","GO:0003700,GO:0003677",1,regulation of DNA-templated transcription ,GO:0006355,1,No result ,No,0,"Putative DNA-binding domain	,	DNA-binding N-terminal domain of transcription activators","1.51e-20,0.0036
",Transcriptional regulator MerR family (1.10.1660.10/FF/19)	,1.10E-04,MerR HTH family regulatory protein,8.40E-17,MerR-type HTH domain profile,32.626,,Rv0559c,Textmining,0.745,,PROBABLE NON-ALLERGEN,O14981,No result,No result,No result,No result,0,,Probable ANTIGEN ,0.6552,,cellular Process,0.31990136,,merR-family heat shock protein transcriptional repressor hspR [Mycobacterium tuberculosis SUMu007,"EFP36206.1
",8.00E-85,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,NON ENZYME,NOT Enzyme,NOT ENZYME
36,>WP_003401885.1 ,calcium dodecin [Bacteria],71,8.10,89.30,8480,-0.261,Hydrophilic,37.36,7966.14,11,10,1,stable,,,Cytoplasm,"Cell membrane. Extracell.
","Cell inner membrane.
",Cytoplasmic ,Inner membrane Protein,,Cytoplasm,,no signal peptide,SOLUBLE PROTEIN,0,-0.260563,No transmembrane,No Secretion (No Signal Peptide),No signal peptide,No signal peptide,No Signal Peptide,No Secretory Protein ,Phosphorylation prediction,,"Flavin-binding protein dodecin [General function prediction only];","COG3360	
",7.41E-29,low complexity	,N/A,"
Dodecin",IPR009923,N/A,N/A,0,N/A,N/A,0,No result ,No,0,"Dodecin-like	,Dodecin-like	","2.49e-21,0.0015
",Calcium dodecin (3.30.1660.10/FF/4)	,7.50E-45, Dodecin,8.70E-21,NO HIT,0,,	Rv0559c,"Textmining
",0.745,,PROBABLE NON-ALLERGEN,O14981,No result,No result,No result,No result,0,,Probable ANTIGEN,0.6552,,cellular Process	,0.31990136,,calcium dodecin [Mycobacterium tuberculosis]	,"WP_072465044.1
",2.00E-40,,Nucleotidyltransferases,        Transferring Phosphorus-Containing Groups,Transferase,5.-.-.-	0.53,NOT Enzyme,NOT ENZYME
